permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,street_number,street_name,street_suffix,description,status,status_date,filed_date,issued_date,number_of_existing_stories,number_of_proposed_stories,estimated_cost,revised_cost,existing_use,existing_units,proposed_use,proposed_units,plansets,existing_occupancy,proposed_occupancy,existing_construction_type,existing_construction_type_description,proposed_construction_type,proposed_construction_type_description,supervisor_district,last_permit_activity_date,neighborhoods_analysis_boundaries,zipcode,application_submission_method,location/type,location/coordinates/0,location/coordinates/1,adu,record_id,primary_address_flag,point_source,data_as_of,data_loaded_at,unit,fire_only_permit,structural_notification,unit_suffix,street_number_suffix,completed_date,site_permit
202308315700,3,additions alterations or repairs,2023-08-31T00:00:00.000,2002,033,1746,48th,Av,horizontal addition at 2nd floor. adding 425 sf.,filed,2023-08-31T11:06:43.000,2023-08-31T11:06:43.000,,2,2,300000,,1 family dwelling,1,1 family dwelling,1,1,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-31T11:10:47.000,Sunset/Parkside,94122,in-house,Point,-122.50728379,37.753852792,N,1677319121322,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,Y,,,,
202308315757,8,otc alterations permit,2023-08-31T00:00:00.000,1039,026,80,Palm,Av,3 window replacement side building not facing the street,issued,2023-09-01T09:29:47.000,2023-08-31T15:41:57.000,2023-09-01T09:29:47.000,3,3,1500,1500,apartments,9,apartments,9,0,R-2,R-2,5,wood frame (5),5,wood frame (5),2,2023-09-01T09:25:48.000,Presidio Heights,94118,in-house,Point,-122.457605185,37.784325521,N,1677380413052,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308315752,8,otc alterations permit,2023-08-31T00:00:00.000,3257,030,200,Darien,Wy,2 bathrooms remodeling in kind.  bath #1 tub bath #2 shower,issued,2023-08-31T15:36:45.000,2023-08-31T14:58:39.000,2023-08-31T15:36:45.000,2,2,20000,50000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-08-31T15:30:48.000,West of Twin Peaks,94127,in-house,Point,-122.469361106,37.731755215,N,1677375155282,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315749,8,otc alterations permit,2023-08-31T00:00:00.000,3281,007,81,Keystone,Wy,rear decking repair approx. 115 sf,issued,2023-08-31T15:07:28.000,2023-08-31T14:49:39.000,2023-08-31T15:07:28.000,2,2,15000,15000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-08-31T15:05:32.000,West of Twin Peaks,94127,in-house,Point,-122.46288322,37.727590971,N,1677372155832,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315744,8,otc alterations permit,2023-08-31T00:00:00.000,2021,028B,1726,29th,Av,repair stucco in front of house approx. 30 sq ft. repair wall as well due to fire dept. breaking the walls. dryrot repair.,issued,2023-08-31T14:50:33.000,2023-08-31T14:10:58.000,2023-08-31T14:50:33.000,2,2,5000,5000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-31T14:48:26.000,Sunset/Parkside,94122,in-house,Point,-122.486946432,37.755096679,N,1677366122224,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315740,8,otc alterations permit,2023-08-31T00:00:00.000,0052,012,572,Chestnut,St,"limited demolition of interior partitions walls within a four unit apartment bldg. on 2nd and 3rd fl units, replacement of kitchen & bathrooms. addition of one bathroom per unit. provide new beams and posts to support (e) floor and roof framing where interior bearing walls are to be demo. voluntary",filed,2023-08-31T13:15:32.000,2023-08-31T13:15:32.000,,3,3,150000,0,apartments,4,apartments,4,2,R-2,R-2,5,wood frame (5),5,wood frame (5),3,2023-08-31T14:19:39.000,North Beach,94133,in-house,Point,-122.412847707,37.804089473,N,1677360413224,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308315738,8,otc alterations permit,2023-08-31T00:00:00.000,1145,003,2335,Golden Gate,Av,deferred submittal shop drawings olson steel handrails for the interior stairs and retaining wall. ref 202105210845,filed,2023-08-31T13:10:58.000,2023-08-31T13:10:58.000,,2,2,1,0,health studios & gym,0,health studios & gym,0,2,"A-4,B","A-4,B",1,constr type 1,1,constr type 1,1,2023-08-31T13:12:24.000,Lone Mountain/USF,94117,in-house,Point,-122.450139126,37.776445632,N,1677359471969,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315694,8,otc alterations permit,2023-08-31T00:00:00.000,2698,014,4416,20th,St,"installation of 2"" dedicated fire service per nfpa 24. ref # 202207229128.",filed,2023-08-31T10:52:39.000,2023-08-31T10:52:39.000,,3,3,7000,0,2 family dwelling,2,apartments,3,2,R-3,R-2,5,wood frame (5),5,wood frame (5),8,2023-08-31T11:36:47.000,Castro/Upper Market,94114,in-house,Point,-122.437235055,37.75777604,N,1677328388448,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,A,,
202308315741,8,otc alterations permit,2023-08-31T00:00:00.000,2315,012,2283,34th,Av,"replace existing bathroom, no structural changes, repair existing skylight. gut bathroom to studs. replace plubing and electrical with seperate permits. insulate sheetrock, new fixtures and tilework.",issued,2023-08-31T13:56:12.000,2023-08-31T13:35:15.000,2023-08-31T13:56:12.000,2,2,25000,25000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-31T13:54:49.000,Sunset/Parkside,94116,in-house,Point,-122.492165347,37.744548249,N,1677363130738,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315736,8,otc alterations permit,2023-08-31T00:00:00.000,1145,003,2335,Golden Gate,Av,"deferred submittal-shop drawings-draper inc. gym equipment. install 4 ceiling-suspended, side-folding basketball backstops model tbs-26-b. ref pa 202105210845.",filed,2023-08-31T12:59:00.000,2023-08-31T12:59:00.000,,2,2,1,0,health studios & gym,0,health studios & gym,0,2,"A-4,B","A-4,B",1,constr type 1,1,constr type 1,1,2023-08-31T13:02:43.000,Lone Mountain/USF,94117,in-house,Point,-122.450139126,37.776445632,N,1677357471969,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315750,8,otc alterations permit,2023-08-31T00:00:00.000,0956,029,2875,Green,St,remodel kitchen in kind. replace 2 windows in litewell.,issued,2023-08-31T15:42:38.000,2023-08-31T14:55:28.000,2023-08-31T15:42:38.000,4,4,25000,25000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2,2023-08-31T15:35:26.000,Pacific Heights,94123,in-house,Point,-122.446350362,37.794518305,N,167737385337,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315739,3,additions alterations or repairs,2023-08-31T00:00:00.000,1680,038,868,38th,Av,"convert existing 583 sqft space into an adu. renovate (e) space with (n) plumbing fixtures & cabinets (n) electrical to current code (n) led lighting (n) flooring, wall & ceiling finish (n) mini split hvac (n) tankless water heater (n) dbl. 30"" x 6'8"" sliding glass door. no site work. no change to e",filed,2023-08-31T13:14:19.000,2023-08-31T13:14:19.000,,2,2,145750,,2 family dwelling,2,apartments,3,1,R-3,R-2,5,wood frame (5),5,wood frame (5),1,2023-09-07T11:08:14.000,Outer Richmond,94121,in-house,Point,-122.497831527,37.772578555,Y,1677362504853,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315697,8,otc alterations permit,2023-08-31T00:00:00.000,3610,047,3447,20th,St,as built f/s plan of ref permit 202112144409. adding copper pipe and propress fittings as an underground option.,filed,2023-08-31T11:00:27.000,2023-08-31T11:00:27.000,,2,2,1,0,apartments,4,apartments,4,2,R-2,R-2,5,wood frame (5),5,wood frame (5),9,2023-08-31T12:24:47.000,Mission,94110,in-house,Point,-122.417736004,37.758486968,N,1677316449227,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315672,8,otc alterations permit,2023-08-31T00:00:00.000,1237,029,1051,Page,St,"replace existing rear yard retaining wall due to damage, the existing retaining wall varies in height 3'-5'.",filed,2023-08-31T09:15:54.000,2023-08-31T09:15:54.000,,3,3,20000,0,apartments,6,apartments,6,2,R-2,R-2,5,wood frame (5),5,wood frame (5),5,2023-09-06T10:05:44.000,Haight Ashbury,94117,in-house,Point,-122.438114285,37.771804129,N,1677290411136,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308315755,8,otc alterations permit,2023-08-31T00:00:00.000,1301,016,8,Seacliff,Av,"revision to pa# 202207269321, remove exterior stucco cladding at the north end of bldg. north side of east & west facade, and full north facade. install new waterproofing membrane and stucco finish to match existing.",filed,2023-08-31T15:16:33.000,2023-08-31T15:16:33.000,,3,3,25000,25000,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-09-05T13:28:55.000,Seacliff,94121,in-house,Point,-122.484728156,37.789162968,N,167737895718,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315734,8,otc alterations permit,2023-08-31T00:00:00.000,1383,012,163,23rd,Av,reroofing: resheet wit 1/2 plywood and rerook,issued,2023-08-31T14:53:10.000,2023-08-31T12:51:34.000,2023-08-31T14:53:10.000,2,2,9000,9000,apartments,3,apartments,3,0,R-2,R-2,5,wood frame (5),5,wood frame (5),1,2023-08-31T14:49:24.000,Outer Richmond,94121,in-house,Point,-122.483248485,37.784656309,N,167735497766,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315703,8,otc alterations permit,2023-08-31T00:00:00.000,5742,029,707,Moultrie,St,replace (2) street facing windows and (2) at rear non street visible. (e) aluminum (n) wood clad and wood comp.,filed,2023-08-31T11:18:57.000,2023-08-31T11:18:57.000,,2,2,20130,0,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),9,2023-08-31T13:30:55.000,Bernal Heights,94110,in-house,Point,-122.415890041,37.735861151,N,1677322188315,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315697,8,otc alterations permit,2023-08-31T00:00:00.000,3610,047,3441,20th,St,as built f/s plan of ref permit 202112144409. adding copper pipe and propress fittings as an underground option.,filed,2023-08-31T11:00:27.000,2023-08-31T11:00:27.000,,2,2,1,0,apartments,4,apartments,4,2,R-2,R-2,5,wood frame (5),5,wood frame (5),9,2023-08-31T12:24:47.000,Mission,94110,in-house,Point,-122.417736004,37.758486968,N,16773151642,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315742,8,otc alterations permit,2023-08-31T00:00:00.000,1098,050,2130,Ofarrell,St,install 20 level 2 ev changing  thoughout (e) parking structure and installing power feeds from (e) 6 swith gear in parking details in plans provided,filed,2023-08-31T13:35:47.000,2023-08-31T13:35:47.000,,5,5,150000,0,prkng garage/private,,prkng garage/private,,2,"B,U","B,U",1,constr type 1,1,constr type 1,2,2023-08-31T15:53:29.000,Western Addition,94115,in-house,Point,-122.440969301,37.782672282,N,1677364501123,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315660,8,otc alterations permit,2023-08-31T00:00:00.000,6423,136,1750,Geneva,Av,"remove and replace stucco at rear facade of unit 351,353,355, 361, 365. replace dry rotted structural framing in kind.",issued,2023-09-06T14:31:17.000,2023-08-31T08:31:10.000,2023-09-06T14:31:17.000,3,3,45000,45000,apartments,18,apartments,18,0,R-2,R-2,5,wood frame (5),5,wood frame (5),11,2023-09-06T14:14:59.000,Excelsior,94134,in-house,Point,-122.426264528,37.710229793,N,1677274255292,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,HOA,,,
202308315648,8,otc alterations permit,2023-08-31T00:00:00.000,3153,002,1878,San Jose,Av,"front window sashes only - (e) are dry rot. 5 sashes (2 operable sides, fixed center, fixed top). wood in kind.",issued,2023-08-31T08:07:42.000,2023-08-31T07:44:37.000,2023-08-31T08:07:42.000,2,2,5400,5400,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),11,2023-08-31T08:05:50.000,Outer Mission,94112,in-house,Point,-122.441589901,37.727264169,N,1677264153831,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315728,8,otc alterations permit,2023-08-31T00:00:00.000,0317,018,565,Geary,St,"unit #403: mold repair in appartment, treat extg mold. removing sheet rock. replacing with new  sheetrock. taping and painting.",issued,2023-08-31T13:18:01.000,2023-08-31T12:40:58.000,2023-08-31T13:18:01.000,6,6,15000,15000,apartments,60,apartments,60,0,R-2,R-2,3,constr type 3,3,constr type 3,5,2023-08-31T13:13:01.000,Tenderloin,94102,in-house,Point,-122.412535436,37.786528528,N,1677349233816,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315710,8,otc alterations permit,2023-08-31T00:00:00.000,0491,022,3352,Steiner,St,"demo two section of pipe exposed below new ceiling, replace all (e) painted sprinkler head (31)",issued,2023-08-31T13:14:04.000,2023-08-31T11:41:03.000,2023-08-31T13:14:04.000,3,3,2120,18633,food/beverage hndlng,2,food/beverage hndlng,2,2,A-2,A-2,3,constr type 3,3,constr type 3,2,2023-08-31T13:09:39.000,Marina,94123,in-house,Point,-122.437561787,37.800448628,N,167733071794,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315717,8,otc alterations permit,2023-08-31T00:00:00.000,0260,001,425,California,St,"7/f: revision to pa# 202307252868, revised mens's restroom layout, removal of extra convenience urinal to reflect normal building standard layout. mep and fire/life safety under separate permit.",issued,2023-09-06T10:12:19.000,2023-08-31T12:00:31.000,2023-09-06T10:12:19.000,26,26,1,1,office,,office,,2,B,B,1,constr type 1,1,constr type 1,3,2023-09-06T10:09:40.000,Financial District/South Beach,94104,in-house,Point,-122.401353281,37.792795755,N,1677337298601,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,0,,,,,,
202308315745,8,otc alterations permit,2023-08-31T00:00:00.000,3780,004E,828,Brannan,St,deferred interior stair permit for issued bpa 202101122525,filed,2023-08-31T14:15:34.000,2023-08-31T14:15:34.000,,2,3,340000,0,office,,manufacturing,,2,"B,F-2,A-3","B,F-2,A-3",3,constr type 3,3,constr type 3,6,2023-08-31T14:29:07.000,South of Market,94103,in-house,Point,-122.404157805,37.772752486,N,1677368167558,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315649,8,otc alterations permit,2023-08-31T00:00:00.000,4232,010,601,23rd,St,fire only work to monitor the pre-action system in the spare parts building; additions are a 4-input/output modules and the replacement of fire alarm panel cards for an upgrade to it.,issued,2023-08-31T08:16:47.000,2023-08-31T07:45:43.000,2023-08-31T08:16:47.000,1,1,2400,2400,power plant,,power plant,,2,"S-2,F-1","S-2,F-1",2,constr type 2,2,constr type 2,10,2023-08-31T08:14:20.000,Potrero Hill,94107,in-house,Point,-122.384530728,37.755030729,N,1677265462517,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315702,8,otc alterations permit,2023-08-31T00:00:00.000,4074,013A,780,Kansas,St,provide new fire sprinkler system 13r and new underground fire service per nfpa 24,issued,2023-09-05T12:17:25.000,2023-08-31T11:10:38.000,2023-09-05T12:17:25.000,3,3,35000,35000,2 family dwelling,2,2 family dwelling,2,2,R-3,R-3,5,wood frame (5),5,wood frame (5),10,2023-09-05T12:08:35.000,Potrero Hill,94107,in-house,Point,-122.403354495,37.759858568,N,1677320169701,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315658,8,otc alterations permit,2023-08-31T00:00:00.000,0672,006,1458,Sutter,St,"complete kitchen remodel like fo like, no walls or layout change.",issued,2023-08-31T08:44:57.000,2023-08-31T08:24:01.000,2023-08-31T08:44:57.000,3,3,15000,15000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2,2023-08-31T08:37:24.000,Western Addition,94109,in-house,Point,-122.424380156,37.787477613,N,167727378430,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315713,8,otc alterations permit,2023-08-31T00:00:00.000,4267,028A,2609,Bryant,St,voluntary repair of rear staircase due to visible dryrot less than 50%. repair in kind.,issued,2023-08-31T12:27:31.000,2023-08-31T11:42:53.000,2023-08-31T12:27:31.000,2,2,8500,8500,apartments,4,apartments,4,0,R-2,R-2,5,wood frame (5),5,wood frame (5),9,2023-08-31T12:19:28.000,Mission,94110,in-house,Point,-122.408766883,37.752339761,N,1677332172806,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315685,8,otc alterations permit,2023-08-31T00:00:00.000,0247,017,1136,Leavenworth,St,replace (2) entry doors and (2) windows street facing top of the door (e) wood (n) wood clad no size change <.30 max,filed,2023-08-31T10:17:25.000,2023-08-31T10:17:25.000,,3,3,21049,0,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),3,2023-08-31T12:25:15.000,Nob Hill,94109,in-house,Point,-122.41560064,37.791755322,N,167730363535,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315666,8,otc alterations permit,2023-08-31T00:00:00.000,1222,012,1456,Page,St,unit a: replacement of 6 windows within (e) openings. not viible from street. with marvin wood aluminum clad or equivalent windows. windows are located at the rear.,issued,2023-08-31T11:45:29.000,2023-08-31T08:47:41.000,2023-08-31T11:45:29.000,4,4,4200,8200,apartments,8,apartments,8,0,R-2,R-2,5,wood frame (5),5,wood frame (5),5,2023-08-31T11:43:07.000,Haight Ashbury,94117,in-house,Point,-122.444641087,37.771543331,N,167728292885,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315730,8,otc alterations permit,2023-08-31T00:00:00.000,1269,090,259,Frederick,St,reslope roof. install overflow drain.,filed,2023-08-31T12:45:11.000,2023-08-31T12:45:11.000,,1,1,80000,0,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),8,2023-08-31T15:01:39.000,Haight Ashbury,94117,in-house,Point,-122.447376126,37.766884202,N,167735194711,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315704,8,otc alterations permit,2023-08-31T00:00:00.000,0059,076,150,Lombard,St,"unit# 906: remodel 2 bathrooms like for like, new drop in-tub and new pre-fabricated shower pan; convert 3 bedroom space back to original 2 bedroom layout. partition  non load bearing metal stud walls.",issued,2023-08-31T13:41:54.000,2023-08-31T11:19:15.000,2023-08-31T13:41:54.000,9,9,58000,58000,apartments,72,apartments,72,2,R-2,R-2,1,constr type 1,1,constr type 1,3,2023-08-31T13:22:20.000,Financial District/South Beach,94111,in-house,Point,-122.404178274,37.804450263,N,1677323521487,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,906,,,,,,
202308315652,8,otc alterations permit,2023-08-31T00:00:00.000,8722,021,1,Warriors,Wy,fire sprinkler tii add 1head tied to 202306260826,issued,2023-08-31T08:21:41.000,2023-08-31T07:50:34.000,2023-08-31T08:21:41.000,8,8,4180,4180,recreation bldg,,recreation bldg,,2,"M,B","M,B",1,constr type 1,1,constr type 1,6,2023-08-31T08:17:06.000,Mission Bay,94158,in-house,Point,-122.387665569,37.767972512,N,1677267515681,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315747,3,additions alterations or repairs,2023-08-31T00:00:00.000,2175,007F,2187,42nd,Av,convert 233 sf of (e) garage to living space. convert 22 sf of (e) porch to living space. renovate 173 sf of (e) living space. replace 3 windows at (e) lower lv rear wall. add new bathroom at lower lv. new heat pump hvac sys. new tankless hot water heater.,filed,2023-08-31T14:37:06.000,2023-08-31T14:37:06.000,,1,1,140000,,1 family dwelling,1,1 family dwelling,1,1,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-31T14:45:47.000,Sunset/Parkside,94116,in-house,Point,-122.500859443,37.745964433,N,1677370128683,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315677,8,otc alterations permit,2023-08-31T00:00:00.000,1520,024,558,25th,Av,"to comply with nov# 202307432, legalize rear deck.",filed,2023-08-31T09:50:36.000,2023-08-31T09:50:36.000,,2,2,5000,0,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-08-31T10:45:38.000,Outer Richmond,94121,in-house,Point,-122.484322576,37.778942774,N,1677295102608,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315678,3,additions alterations or repairs,2023-08-31T00:00:00.000,0173,009,600,Battery,St,"fire alarm, new notifier nfs2-3030 addressable fire alarm system with emergency voice alarm system installed as part of tenant improvement renovation. emergency voice is req due to stairwell occupancy load. this ti is for whole building ref 202211216981",filed,2023-08-31T09:56:40.000,2023-08-31T09:56:40.000,,2,2,150000,,office,,office,,2,"B,A-2,A-3","B,A-2,A-3",2,constr type 2,2,constr type 2,3,2023-09-07T09:11:16.000,Financial District/South Beach,94111,in-house,Point,-122.400449687,37.79709918,N,167729661555,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315665,8,otc alterations permit,2023-08-31T00:00:00.000,3744,005,2,Harrison,St,rev to pa# 2023-0814-4326: to add drinking fountain to scope of work  ref arch pa# 2023-0814-4326,filed,2023-08-31T08:47:39.000,2023-08-31T08:47:39.000,,7,7,5000,0,office,,office,,2,B,B,1,constr type 1,1,constr type 1,6,2023-08-31T09:49:58.000,Financial District/South Beach,94105,in-house,Point,-122.389757399,37.789803297,N,1677283249323,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315688,8,otc alterations permit,2023-08-31T00:00:00.000,0452,052,900,North Point,St,"bldg e, e211 restaurant:interior demo-demo walls and ceiling. no residential unit will be converted or demolished.",issued,2023-08-31T14:22:02.000,2023-08-31T10:41:43.000,2023-08-31T14:22:02.000,2,2,1000,2000,food/beverage hndlng,0,food/beverage hndlng,0,2,"R-1,M,A-2","R-1,M,A-2",1,constr type 1,1,constr type 1,2,2023-08-31T14:15:49.000,Russian Hill,94109,in-house,Point,-122.422925182,37.805857924,N,1677367501810,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,713,,,,,,
202308315675,8,otc alterations permit,2023-08-31T00:00:00.000,2817,035,1980,08th,Av,reroofing,issued,2023-08-31T10:32:36.000,2023-08-31T09:37:54.000,2023-08-31T10:32:36.000,2,2,10000,10000,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),7,2023-08-31T10:28:51.000,Inner Sunset,94116,in-house,Point,-122.464101845,37.751376513,N,1677293144907,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315715,8,otc alterations permit,2023-08-31T00:00:00.000,2372,031,2354,44th,Av,rrplacing (2) street facing windows (e) aluminum (n) wood clad no size change <.30max,filed,2023-08-31T11:52:53.000,2023-08-31T11:52:53.000,,2,2,17535,0,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-31T13:37:27.000,Sunset/Parkside,94116,in-house,Point,-122.502207651,37.74271472,N,1677335133117,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315685,8,otc alterations permit,2023-08-31T00:00:00.000,0247,017,1138,Leavenworth,St,replace (2) entry doors and (2) windows street facing top of the door (e) wood (n) wood clad no size change <.30 max,filed,2023-08-31T10:17:25.000,2023-08-31T10:17:25.000,,3,3,21049,0,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),3,2023-08-31T12:25:15.000,Nob Hill,94109,in-house,Point,-122.41560064,37.791755322,N,1677304379730,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315686,8,otc alterations permit,2023-08-31T00:00:00.000,0258,032,601,California,St,4/f: addition of 2 fire sprinkler to 2 phone booths.,filed,2023-08-31T10:20:53.000,2023-08-31T10:20:53.000,,22,22,3000,3000,office,,office,,2,B,B,1,constr type 1,1,constr type 1,3,2023-08-31T10:34:50.000,Financial District/South Beach,94108,in-house,Point,-122.404685586,37.792359393,N,167730566051,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315735,8,otc alterations permit,2023-08-31T00:00:00.000,7296,006,285,Winston,Dr,"fire sprinkler ti. work area #1: add/relocate sprinkler in riser room. work area #2:  pipe fire sprinkler into trash compactor at load dock. work area #3: pipe (n) branch line off sector a main for (n) sprinklers. work area #4: relocate 2"" pipe in sectors b per note. ref permit 202304175834",issued,2023-08-31T15:54:52.000,2023-08-31T12:57:30.000,2023-08-31T15:54:52.000,3,3,8700,8700,retail sales,,retail sales,,2,"M,A-2,B","M,A-2,B",1,constr type 1,1,constr type 1,7,2023-08-31T15:53:14.000,Lakeshore,94132,in-house,Point,-122.477538392,37.726530193,N,1677356226177,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,Y,,,,,
202308315748,8,otc alterations permit,2023-08-31T00:00:00.000,0584,018,2513,Broadway,,"master bedroom to have lath and plaster on walls and ceiling removed, new ceilling lights, insulation, plywood sheathing, new drywall.",issued,2023-08-31T15:15:03.000,2023-08-31T14:44:52.000,2023-08-31T15:15:03.000,3,3,11500,11500,1 family dwelling,1,1 family dwelling,1,0,R-3,R-3,5,wood frame (5),5,wood frame (5),2,2023-08-31T15:11:01.000,Pacific Heights,94115,in-house,Point,-122.438923133,37.793453751,N,167737175404,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315662,8,otc alterations permit,2023-08-31T00:00:00.000,1796,034,1314,42nd,Av,revision to permit #202305037025.  adding in kind stuco replacement in front and right side 6 x 16 ft and painting.,issued,2023-08-31T09:08:34.000,2023-08-31T08:38:58.000,2023-08-31T09:08:34.000,3,3,15000,15000,2 family dwelling,2,2 family dwelling,2,0,R-3,R-3,5,wood frame (5),5,wood frame (5),4,2023-08-31T09:06:58.000,Sunset/Parkside,94122,in-house,Point,-122.501566705,37.762236129,N,1677278375453,,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
202308315693,8,otc alterations permit,2023-08-31T00:00:00.000,1689,062,806,47th,Av,"to compy with complaint # 202311980, remove toilet & shower in garage, remove portion of non load bearing wall in kitchen.",filed,2023-08-31T10:49:04.000,2023-08-31T10:49:04.000,,3,3,15000,0,1 family dwelling,1,1 family dwelling,1,2,R-3,R-3,5,wood frame (5),5,wood frame (5),1,2023-08-31T11:16:52.000,Outer Richmond,94121,in-house,Point,-122.507590229,37.773192927,N,1677309491525,Y,parcel_centroid,2023-09-07T23:55:00.000,2023-09-08T04:14:49.000,,,,,,,
